Mesh ID,Common name,Synonyms
D008996,Pargyline,"Pargyline Hydrochloride|Pargyline|Hydrochloride, Pargyline"
D000981,Paromomycin,"Catenulin|Aminosidine|beta-D-Glucopyranosyl-Isomer Paromomycin|Humatin|Paromomycin, beta-D-Glucopyranosyl-Isomer|Paramomycin|Paromomycin|Paromomycin Sulfate|Neomycin E|Paromomycin, beta D Glucopyranosyl Isomer|Gabbromycin|Paromomycin Phosphate|Paromomycin Sulfate (2:5)|Paromomycin I|Hydroxymycin|Estomycin|Paromomycin Sulfate (1:1)"
D011042,Patulin,Patulin
D000697,Pemoline,"Pemoline Magnesium|Magnesium, Pemoline|Cylert|Pemoline|PemADD|Phenylisohydantoin|Pemoline Compounds|Compounds, Pemoline|Tradon|Phenoxazole"
D000959,Penbutolol,"Hoe893d|Sulfate, Penbutolol|Hoe 893d|Betapressin|Hoe-893d|Penbutolol Sulfate (2:1)|Penbutolol Sulfate|Penbutolol"
D018492,Penfluridol,Penfluridol|R16341|R-16341|Semap|R 16341
D018501,Penicillamine,"D-3-Mercaptovaline|Mercaptovaline|beta,beta Dimethylcysteine|Penicillaminate, Copper|Metalcaptase|Penicillamine|Cuprenil|Cuprimine|D Penicillamine|beta,beta-Dimethylcysteine|D 3 Mercaptovaline|Copper Penicillaminate|Dimethylcysteine|D-Penicillamine"
D005765,Pentagastrin,"Pentapeptide, Gastrin|Pentagastrin|Peptavlon|Acignost|Gastrin Pentapeptide"
D014344,Pentamidine,Pentam|Diamidine|Pentamidine Isethionate|Pentamidine Mesylate|Lomidine|Pentamidine|Pentamidin|Pentacarinat|NebuPent
D009294,Pentazocine,"Talwin|Lexir|Pentazocine Hydrochloride|Fortral|Hydrochloride, Pentazocine|Pentazocine Lactate|Lactate, Pentazocine|Pentazocine"
D018757,Pentobarbital,"Pentobarbitone|Monosodium Salt Pentobarbital|Diabutal|Pentobarbital Sodium|Mebubarbital|Mebumal|Etaminal|Ethaminal|Pentobarbital, Monosodium Salt|Sagatal|Nembutal|Pentobarbital"
D016166,Pentoxifylline,Pentoxil|BL191|Agapurin|Oxpentifylline|BL 191|Pentoxifylline|BL-191|Trental|Torental
D018492,Perazine,"Taxilan|Perazine Dihydrochloride|Dihydrochloride, Perazine|Perazine Maleate|Perazine Maleate (1:2)|Pernazine|Perazine|Perazine Maleate (1:1)|Maleate, Perazine"
D018491,Pergolide,"Parkotil|LY-127809|LY127,809|Pergolide Mesylate|LY-127,809|Pharken|Mesylate, Pergolide|Pergolide|LY127809|Permax|Celance"
D014665,Perhexiline,Perhexiline|Perhexilene
D018492,Perphenazine,Chlorpiprazine|Trilafon|Perfenazine|Perphenazine
D009294,Phenazocine,"Phenazocine Hydrobromide|Phenazocine|Phenbenzorphan|Hydrobromide, Phenazocine|Phenethylazocine|Narphen"
D010621,Phenazopyridine,"Geridium|Azo Standard|ReAzo|Re Azo|Azo-Gesic|Azo Natural|AzoNatural|Hydrochloride, Phenazopyridine|Prodium|Pyridiate|Phenazo|AzoGesic|Phenazopyridine|Azo Dine|Urogesic|Phenazopyridine Hydrochloride|Baridium|UTI Relief|Azo-Dine|Azo Gesic|Azo-Natural|AzoDine|Azo-Standard|Re-Azo|AzoStandard|Pyridium"
D018691,Phencyclidine,"Phencyclidine|CL 395|Phencyclidine Hydrobromide|GP 121|Angel Dust|Dust, Angel|GP-121|GP121|Serylan|CL-395|1-(1-Phenylcyclohexyl)piperidine|CL395|Sernyl|Phencyclidine Hydrochloride"
D007004,Phenformin,Phenformin|Fenformin|Phenylethylbiguanide
D000925,Phenindione,"Phenindione|2-Phenyl-1,3-indandione|Fenilin|Phenyline|Pindione|Phenylindanedione|Dindevan|2 Phenyl 1,3 indandione"
D018926,Pheniramine,"Propheniramine|Prophenpyridamine|Pheniramine Maleate|Daneral|Pheniramine|Bimaleate, Pheniramine|Avil|Histapyridamine|Maleate, Pheniramine|Pheniramine Bimaleate"
D013566,Phenmetrazine,"Defenmetrazin|Preludin|Hydrochloride, Phenmetrazine|Phenmetrazine|Oxazimedrine|Phenmetrazine Hydrochloride|Fenmetrazin|Phenmetraline"
D065701,Phenobarbital,"Phenylethylbarbituric Acid|Sodium, Phenobarbital|Phenobarbital Sodium|Luminal|Phenobarbital|Hysteps|Phenobarbitone|Acid, Phenylethylbarbituric|Gardenal|Phenobarbital, Monosodium Salt|Monosodium Salt Phenobarbital|Phenylbarbital|Phenemal"
D007202,Phenolsulfonphthalein,Phenolsulfonphthalein|Sulphental|Sulfonphthal|Sulphonthal|Phenol Red
D009294,Phenoperidine,"R 1406|Operidine|R1406|Phenoperidine|Phenoperidine Hydrochloride|Hydrochloride, Phenoperidine|Lealgin|Fenoperidine|R-1406"
D014665,Phenoxybenzamine,"Dibenyline|Dibenziran|Hydrochloride, Phenoxybenzamine|Dibenzyline|Dibenylene|Dibenzylin|Phenoxybenzamine Hydrochloride|Dibenzyran|Phenoxybenzamine"
D000925,Phenprocoumon,Phenprogramma|Marcumar|Falithrom|Phenprocoumarol|Phenprocoumalol|Phenprocoumon|Marcoumar|Phenylpropylhydroxycumarinum|Liquamar
D018663,Phentermine,"Hydrochloride, Phentermine|Adipex-P|Duromine|Adipex P|Phentermine|AdipexP|Ionamine|Phentermine Hydrochloride"
D000959,Phentolamine,"Z-Max|Phentolamine|Regityn|Phentolamine Mono-hydrochloride|Fentolamin|Phentolamine Mesilate|Rogitine|Mono-hydrochloride, Phentolamine|Phentolamine Mono hydrochloride|Mesylate, Phentolamine|Methanesulfonate, Phentolamine|Phentolamine Methanesulfonate|Phentolamine Mesylate|Regitine|Mesilate, Phentolamine"
D000894,Phenylbutazone,Butadion|Diphenylbutazone|Butapirazol|Butazolidin|Phenylbutazone|Butacote|Butapyrazole|Butadione|Fenilbutazon
D058646,Phenylephrine,"Mezaton|Tannate, Phenylephrine|(R)-3-Hydroxy-alpha-((methylamino)methyl)benzenemethanol|Phenylephrine Tannate|Phenylephrine Hydrochloride|Neo Synephrine|Phenylephrine|Neosynephrine|Metasympatol|Neo-Synephrine|Metaoxedrin"
D014663,Phenylpropanolamine,"Triaminic DM|Hydrochloride, Phenylpropanolamine|Phenylpropanolamine|Prolamine|Propagest|Norephedrine|Phenylpropanolamine Hydrochloride|Dexatrim"
D065694,Phenytoin,"Diphenylhydantoin|Phenytoin Sodium|Sodium Diphenylhydantoinate|Diphenylhydantoinate, Sodium|Epamin|Hydantol|Dilantin|Dihydan|Antisacer|Phenytoin|Fenitoin|Difenin|Epanutin|5,5-diphenylimidazolidine-2,4-dione|5,5-Diphenylhydantoin"
D010693,Phloretin,Phloretin
D007202,Phloroglucinol,"1,3,5-Benzenetriol|Spasfon-Lyoc|Benzene-1,3,5-triol|Phloroglucinol|Spassirex"
D007306,Phosmet,"Phthalophos|Prolate|Phosmet|Imidan|N-(Mercaptomethyl)phthalimide S-(O,O-dimethyl phosphorothionate)"
D010728,Phosphoenolpyruvate,Phosphoenolpyruvate
D000935,Natamycin,Tennecetin|Pimafucin|Pimaricin|Natamycin|Myprozine
D018726,Pimozide,Orap|Antalon|Orap forte|R-6238|R6238|Pimozide
D014665,Pindolol,Pindolol|LB-46|Prindolol|LB 46|Visken|LB46
D000900,Piperacillin,"Pipera-Hameln|Monosodium Salt, Piperacillin|T 1220|Piperacillin Sodium|Pipracil|AB-Piperacillin|T1220|Pipril|Cl227193|Cl 227193|T-1220|Piperacillin Monosodium Salt|Pipcil|Piperacillin-Ratiopharm|Piperacillin Fresenius|Cl-227193|Sodium, Piperacillin|Curasan, Piperacillin|Piperacillin Ratiopharm|Piperacillin Curasan|AB Piperacillin|Piperacillin|Pipercillin|Piperacillin Hexal|Pipera Hameln|Salt, Piperacillin Monosodium"
D018906,Pipobroman,Pipobroman|Vercyte
D018697,Piracetam,Geram|Piracetam RPh|Avigilen|Memo Puren|Dinagen|Ciclofalina|Gabacet|Cerebroforte|Piracetrop|Piracebral|Piracetam AbZ|Cuxabrain|Nootrop|UCB-6215|Pyramem|UCB6215|Pirazetam|Sinapsan|Cerepar N|2-Pyrrolidone-N-Acetamide|Piracetam|Piracetam-RPh|Axonyl|Memo-Puren|Nootropyl|Pyracetam|Normabraïn|Nootropil|UCB 6215
D018727,Pirenzepine,"LS 519|Gastrotsepin|Von Ct, Pirenzepin|Pirenzepin|Piren-Basan|Ulgescum|LS519|Ulcoprotect|Piren Basan|Gastrozepin|Pirenzepine Dihydrochloride|Pirenzepin Von Ct|L-S 519|Pirenzepin Ratiopharm|LS-519|Pirenzepin-Ratiopharm|Dihydrochloride, Pirenzepine|Pirenzepine|Pyrenzepine"
D018491,Piribedil,"Piribedil|Trivastal|Mono-hydrochloride, Piribedil|Piribendyl|ET-495|ET 495|Hydrochloride, Piribedil|EU 4200|Piribedil Mesylate|EU4200|ET495|Piribedil Mono hydrochloride|EU-4200|Piribedil Hydrochloride|Mesylate, Piribedil|Piribedil Mono-hydrochloride"
D016861,Piroxicam,CP-16171|Piroxicam|CP16171|CP 16171|Feldene
D000900,Pivampicillin,"Pivamiser|Ampicillin Pivaloyl Ester|Hydrochloride, Pivampicillin|Pivampicillin|Pivampicillin Monohydrochloride|Pivampicillin Hydrochloride|Pondocillin|Monohydrochloride, Pivampicillin|Ester, Ampicillin Pivaloyl|Berocillin"
D007641,Podophyllin,"Resin, Podophyllum|Podophyllum Resin|Podophyllin"
D000900,Polymyxin B,Polymyxin B Sulfate|Aerosporin|Polymyxin B
D049993,Polythiazide,Polythiazide|Renese
D000903,Porfiromycin,Methylmitomycin C|Porfiromycin
D011162,Porphobilinogen,Porphobilinogen
D058671,Practolol,"ICI-50172|ICI 50172|Practolol, Eralzdin|ICI50172|Eralzdin Practolol|Practolol|Dalzic"
D000889,Prajmaline,"Neo-Gilurytmal|Prajmalium|Bitartrate, Prajmalium|Prajmaline Bitartrate|Neo Gilurytmal|Prajmalium Bitartrate|N-Propylajmaline|Bitartrate, Prajmaline|NeoGilurytmal|Prajmaline"
D018757,Prazepam,Reapam|Lysanxia|Mono Demetrin|Demetrin|Prazepam|Centrax
D000871,Praziquantel,"Praziquantel, (+-)-Isomer|Traziquantel|Praziquantel, (S)-Isomer|Cisticid|Praziquantel|Praziquantel, (R)-Isomer|Cesol|Cysticide|Droncit|Pyquiton|EMBAY 8440|Prasiquantel|Drontsit|Biltricide"
D058668,Prazosin,"Hydrochloride, Prazosin|Furazosin|Prazosin|Minipress|HCL, Prazosin|Pratsiol|Prazosin HCL|Prazosin Hydrochloride"
D018906,Prednimustine,Leo-1031|Stereocyt|NSC 134087|NSC-134087|Leo 1031|NSC134087|Sterecyt|Stéréocyt|Leo1031|Prednimustine
D018931,Prednisolone,Predate|DiAdresonF|Di-Adreson-F|Predonine|Di Adreson F|Prednisolone
D018931,Prednisone,"Winpred|Predniment|Pronisone|Prednisone|Dehydrocortisone|Prednison Hexal|Panafcort|Enkortolon|Prednison Acsis|Orasone|Cutason|Rectodelt|Decortin|Cortancyl|Dacortin|Apo-Prednisone|Decortisyl|Encortone|Prednison Galen|Meticorten|Deltasone|Encorton|delta-Cortisone|Kortancyl|Predni Tablinen|Sterapred|Liquid Pred|Panasol|Prednidib|Sone|Ultracorten|Cortan|Acsis, Prednison"
D011284,Pregnenolone,5 Pregnen 3 beta ol 20 one|Pregnenolone|5-Pregnen-3-beta-ol-20-one
D058665,Prenalterol,"KWD-2033|A-Ba-C-50,005|ABaC50,005|H-133-22|KWD2033|Prenalterol|A Ba C 50,005|H8062|H-80-62|Prenalterol Hydrochloride|Hydrochloride, Prenalterol|H13322"
D000894,Feprazone,DA-2370|in|DA 2370|Zepel|DA2370|Prenazone|Phenylprenazone|Brotazona|Fenilprenazone|Feprazone
D018663,Prenylamine,Prenylamine|Corontin|Segontin|Difril
D000779,Prilocaine,Citanest Octapressin|Propitocaine|Prilocaine|Prilocaine Hydrochloride|Xylonest|Citanest
D000962,Primaquine,"Diphosphate, Primaquine|Primaquine Diphosphate|Primacin|Primaquine|Primaquine Phosphate|Phosphate, Primaquine"
D018757,Primidone,Mylepsinum|Mizodin|Desoxyphenobarbital|Primidone|Resimatil|Sertan|Apo Primidone|Liskantin|Primidon Holsten|Primaclone|Apo-Primidone|Mysoline|Misodine
D014528,Probenecid,Benuryl|Benecid|Probecid|Probenecid Weimer|Pro-Cid|Benemid|Probenecid
D000975,Probucol,Lurselle|DH-581|DH581|Biphenabid|Panavir|Lorelco|DH 581|Superlipid|Probucol
D061567,Procainamide,"Procainamide|Amide, Procaine|Procaine Amide|Procanbid|Pronestyl|Novocamid|Rhythmin|Apo-Procainamide|Procan SR|Novocainamide|Procainamide Hydrochloride|Procan|Biocoryl|Procamide|Hydrochloride, Procainamide"
D000970,Procarbazine,"Procarbazine Monohydrobromide|Matulane|Procarbazine|Procarbazine Monohydrochloride|Monohydrochloride, Procarbazine|Hydrochloride, Procarbazine|Natulan|Procarbazine Hydrochloride|Monohydrobromide, Procarbazine"
D000960,Fenofibrate,"Supralip|Fenofibrat AL|PMS-Fenofibrate Micro|Apo-Feno-Micro|Lipidil|Fenofibrat FPh|Novo Fenofibrate|Livesan|MTW Fenofibrat|Procetofen, Antara Micronized|Fenobeta|e|Fenofibrat AbZ|Apo Fenofibrate|Fenofibrat-ratiopharm|Procetofen|Fenofanton|Fenofibrat Stada|Hexal, Fenofibrat|fenofibrat von ct|Lofibra|Apo Feno Micro|Controlip|Nu-Fenofibrate|Nu Fenofibrate|Fenofibrat Heumann|Lipanthyl|Fenofibrat Hexal|LF-178|Procetofene|MTW-Fenofibrat|Secalip|Lipidil-Ter|PMS Fenofibrate Micro|AZU, Fenofibrat|Fenofibrat AZU|Tricor|Stada, Fenofibrat|Fénofibrate MSD|Heumann, Fenofibrat|Antara Micronized Procetofen|Lipantil|Gen-Fenofibrate|Micronized Procetofen, Antara|Apo-Fenofibrate|Liparison|Novo-Fenofibrat|Fenofibrat ratiopharm|Fenofibrate|Gen Fenofibrate|Lipidil Ter|Debat, Fénofibrate|Fénofibrate Debat|Normalip|CiL|LF 178|durafenat|Phenofibrate|LF178"
D018492,Prochlorperazine,"Maleate, Prochlorperazine|Edisylate Salt, Prochlorperazine|Prochlorperazine Edisylate|Prochlorperazine Maleate|Salt, Prochlorperazine Edisylate|Prochlorperazine|Prochlorperazine Edisylate Salt|Edisylate, Prochlorperazine|Compazine"
D018727,Procyclidine,"Arpicolin|Mucinil|Procyclid|Kemadren|Kemadrin|Procyclidine|Osnervan|Hydrochloride, Procyclidine|Procyclidine Hydrochloride|Tricyclamol"
D000897,Proglumide,Xilamide|Milid|Proglumide|Xylamide
D018492,Promazine,"Protactyl|Sparine|Sinophenin|Promazine|Promazine Hydrochloride|Hydrochloride, Promazine"
D011397,Promegestone,"RU5020|RU 5020|R5020|R 5020|RU-5020|Promestone|R-5020|Promegestone|Surgestone|17,21-Dimethyl-19-nor-4,9-pregnadiene-3,20-dione"
D018926,Promethazine,"Pipolfen|Hydrochloride, Promethazine|Promethazine Hydrochloride|Phenargan|Atosil|Prothazin|Promethazine|Pyrethia|Remsed|Promet|Phenergan|Phensedyl|Diprazin|Diphergan|Rumergan|Pipolphen|Prometazin|Isopromethazine|Proazamine"
D061567,Propafenone,"Prolecofen|Propafenone, (S)-Isomer|Baxarytmon|Propafenone|SA 79|SA-79|Rytmo-Puren|Apo-Propafenone|Nistaken|Propafenone, (+-)-Isomer|Propamerck|Norfenon|Fenoprain|Propafenon Hexal|Propafenone Hydrochloride, (R)-Isomer|Pintoform|Propafenon AL|Rythmol|Arythmol|Rytmogenat|Cuxafenon|SA79|Rytmonorm|Propafenone, (R)-Isomer|Propafenon Minden|Jutanorm|Hydrochloride, Propafenone|Propafenone Hydrochloride, (S)-Isomer|Propafenone Hydrochloride"
D018686,Propanidid,Panitol|Propanidid|Sombrevin|Epontol
D018727,Propantheline,"Pro-Banthine|Probanthine|Pro Banthine|Propantheline Bromide|Propantheline|Bromide, Propantheline"
D007364,Propidium,"Iodide, Propidium|Propidium|Propidium Diiodide|Propidium Iodide|Diiodide, Propidium"
D000779,Propoxycaine,"Propoxycaine|Propoxycaine Hydrochloride|Hydrochloride, Propoxycaine|Propoxyprocaine"
D009294,Dextropropoxyphene,"Dextropropoxyphene|Propoxyphene Hydrochloride|D Propoxyphene|Propoxyphene Sulfate, (S-(R*,S*))-Isomer|Darvon|D-Propoxyphene|Propoxyphene Hydrochloride, (R*,R*)-(+-)-Isomer|Propoxyphene Hydrochloride, (R-(R*,S*))-Isomer|Propoxyphene Hydrochloride, (R-(R*,R*))-Isomer|Propoxyphene|Hydrochloride, Propoxyphene|Propoxyphene Hydrochloride, (S-(R*,R*))-Isomer|Propoxyphene Phosphate, (S-(R*,S*))-Isomer|Propoxyphene Maleate, (+)-Isomer"
D014665,Propranolol,"AY 20694|Propanolol|Betadren|AY-20694|Hydrochloride, Propranolol|Avlocardyl|Propranolol|Anaprilin|Obzidan|Dociton|Anapriline|AY20694|Rexigen|Obsidan|Dexpropranolol|Inderal|Propranolol Hydrochloride"
D003287,Propyliodone,Dionosil|Propyliodone|Propiodone|Gastrotrast
D013956,Propylthiouracil,Propylthiouracil|6 Propyl 2 Thiouracil|6-Propyl-2-Thiouracil
D004791,Proscillaridin,"Caradrin|Proscillaridin|Rhamnoside, Scillarenin|Scillarenin Rhamnoside|Proscillaridine|Proscillaridin A|Sandoscill|Talusin|Digitalysat|Scillase|Desglucotransvaaline"
D010975,Epoprostenol,"Prostaglandin I2|Flolan|Epoprostenol Sodium Salt, (5Z,9alpha,11alpha,13E,15S)-Isomer|Prostacyclin|Epoprostenol Sodium|Epoprostenol|Veletri|Epoprostanol|Prostaglandin I(2)"
D018759,Protriptyline,"Vivactil|Protriptyline Hydrochloride|Protriptyline|Hydrochloride, Protriptyline"
D006213,Psilocybin,Psilocybine|Psilocibin|Psilocybin
D002400,Psyllium,"Isogel|Seed, Plantago|Reguval|Ispaghule Gum|Gum, Ispaghule|Psyllium|Plantago Seed|Metamucil|Ispaghula|Plantaglucide"
D014344,Puromycin,P 638|P-638|CL13900|Puromycin Dihydrochloride|P638|CL-13900|Stylomycin|Puromycin Hydrochloride|Puromycin|CL 13900
D009467,Pyrantel,Pyrantel
D000995,Pyrazinamide,Pyrazinamide|Tisamid
D014803,Pyridoxal,Pyridoxal
D014803,Pyridoxamine,Pyridoxamine
D014803,Pyridoxine,Pyridoxol|Rodex|Pyridoxine|Pyridoxin|Pyridoxine Hydrochloride|Pyridoxol Hydrochloride
D005493,Pyrimethamine,Tindurine|Malocide|Daraprim|Chloridin|Pyrimethamine
D000935,Pyrrolnitrin,Pyrrolnitrin
D011765,Pyruvaldehyde,"Pyruvaldehyde|Aldehyde, Pyruvic|Acetylformaldehyde|Pyruvic Aldehyde|Methylglyoxal|Oxopropanal"
D000975,Quercetin,"Dikvertin|Quercetin|3,3',4',5,7-Pentahydroxyflavone"
D004791,Quinacrine,"Monohydrochloride, Quinacrine|Atabrine|Dimesylate, Quinacrine|Quinacrine Dihyrochloride, (R)-Isomer|Quinacrine Dihydrochloride|Acrichine|Dihydrochloride, Quinacrine|Quinacrine, (S)-Isomer|Quinacrine, (+-)-Isomer|Monoacetate, Quinacrine|Quinacrine Dimesylate|Quinacrine Dihydrochloride, Dihydrate|Quinacrine Dihyrochloride, (S)-Isomer|Quinacrine Monohydrochloride|Quinacrine, (R)-Isomer|Hydrochloride, Quinacrine|Mepacrine|Quinacrine Monoacetate|Quinacrine|Quinacrine Monomesylate|Quinacrine Hydrochloride|Atebrin|Monomesylate, Quinacrine"
D004967,Quinestrol,Ethinyl Estradiol 3 Cyclopentyl Ether|Ethinyl Estradiol 3-Cyclopentyl Ether|Quinestrol|Estrovis
D065690,Quinidine,"Quinidine Sulfate|Apo Quinidine|Quinidex|Apo-Quinidine|Chinidin|Quinidine|Sulfate, Quinidine|Quincardine|Quinora|Adaquin"
D018712,Quinine,"Quindan|Quinine Lafran|Hydrochloride, Quinine|Legatrim|Bisulfate, Quinine|Quinimax|Quinine-Odan|Sulfate, Quinine|Quinbisan|Quinine Bisulfate|Quinsul|Myoquin|Quinson|Quinine Hydrochloride|Quinbisul|Quinine Sulphate|Quinine|Quinoctal|Sulphate, Quinine|Strema|Surquina|Biquinate|Quinine Sulfate|Quinamm"
D006635,Ranitidine,"AH 19065|N (2-(((5-((Dimethylamino)methyl)-2-furanyl)methyl)thio)ethyl)-N'-methyl-2-nitro-1,1-ethenediamine|AH-19065|Hydrochloride, Ranitidine|Zantac|Zantic|Biotidin|Ranitidine Hydrochloride|Ranitidin|Sostril|Ranitidine|AH19065|Ranisen"
D006490,Batroxobin,Reptilase|Defibrase|Reptilase DEF|Hemocoagulase|Reptilase-DEF|Defibrol|Batroxobin
D018759,Reserpine,Serpivite|Rausedil|Raunervil|Reserpine|V-Serp|Raupasil|Rausedyl|V Serp|Serpasil
D000998,Ribavirin,ICN-1229|Ribasphere|Ribovirin|ICN1229|Tribavirin|Rebetol|ICN 1229|Virazole|Vilona|Ribavirin|Ribamidil|Ribamidyl|Viramide|Virazide|Ribamide
D000900,Ribostamycin,SF733|Ribostamycin|SF 733|SF-733
D065701,Rifampin,Rifadin|Rifampicin|Tubocin|Rimactan|Rifampin|Benemycin|Rimactane
D019384,Rimantadine,"Flumadine|Rimantadine|Hydrochloride, Rimantadine|Riamantadine|Rimantadine Hydrochloride|Roflual|Remantadine"
D058666,Ritodrine,"PrePar|Pre-Par|Yutopar|Pre Par|DU21220|DU 21220|Hydrochloride, Ritodrine|DU-21220|Ritodrine Hydrochloride|Ritodrine"
D003049,Robenidine,"Robenidine Hydrochloride|Hydrochloride, Robenidine|Robenzidene|Robenzidine|Robenidine|Robenz|Cytostat"
D000900,Rolitetracycline,"Tetraverin|Mononitrate, Sesquihydrate Rolitetracycline|Rolitetracycline Nitrate|Monohydrochloride, Rolitetracycline|Sesquihydrate Rolitetracycline Mononitrate|Nitrate, Rolitetracycline|Rolitetracycline Monohydrochloride|Mononitrate, Rolitetracycline|Rolitetracycline Hydrochloride|Pyrrolidinomethyltetracycline|Hydrochloride, Rolitetracycline|Revrin|Rolitetracycline Mononitrate|Reverin|Rolitetracycline|Rolitetracycline Mononitrate, Sesquihydrate"
D018501,Sulfasalazine,Colo-Pleon|Salicylazosulfapyridine|Colo Pleon|Sulfasalazin medac|Pyralin EN|ratio-Sulfasalazine|Sulfasalazin-Heyl|Azulfidine EN|Ucine|Sulfasalazine|Azulfidine|Salazopyrin|Sulfasalazin Heyl|Sulfasalazine FNA|Ulcol|Pleon|Salazosulfapyridine|Azulfadine|Sulphasalazine|ratio Sulfasalazine|Asulfidine
D047228,Saralasin,"Anhydrous Saralasin Acetate|Saralasin Acetate|Sar-Arg-Val-Tyr-Val-His-Pro-Ala|Saralasin Acetate, Anhydrous|1 Sar 8 Ala Angiotensin II|Angiotensin II, 1-Sar-8-Ala|Angiotensin II, 1-Sarcosine-8-Alanine|1-Sar-8-Ala Angiotensin II|(Sar1,Val5,Ala8)Angiotensin II|Hydrated Saralasin Acetate|1-Sarcosine-8-Alanine Angiotensin II|Saralasin Acetate, Hydrated|(Sar(1),Ala(8))ANGII|Angiotensin II, Sarcosyl(1)-Alanine(8)-|1 Sarcosine 8 Alanine Angiotensin II|Saralasin|Angiotensin II, Sar(1)-Ala(8)-"
D000972,Sizofiran,Sizofiran|Schizophyllan|Sizofilan|Sonifilan
D018757,Secobarbital,"Seconal|Meballymal|Secobarbital|Sebar|Secobarbital Sodium|Seconal Sodium|Sodium, Secobarbital|Quinalbarbitone"
D018696,Selegiline,"Deprenalin|Selegiline, (R,S)-Isomer|E-250|Selegiline|Selegiline, (S)-Isomer|Yumex|Selegiline Hydrochloride, (S)-Isomer|Emsam|Selegiline Hydrochloride, (R,S)-Isomer|Deprenyl|Deprenil|Jumex|Selegiline Hydrochloride|Eldepryl|E250|Selegiline, (R)-Isomer|Humex|L-Deprenyl|Zelapar|Selegyline|E 250|Selegiline Hydrochloride, (R)-Isomer"
D018906,Semustine,NSC-95441|NSC95441|Me CCNU|Me-CCNU|Semustine|Methyl-CCNU|MeCCNU|Methyl CCNU|NSC 95441
D017366,Serotonin,5 Hydroxytryptamine|3-(2-Aminoethyl)-1H-indol-5-ol|Enteramine|Hippophaine|5-Hydroxytryptamine|Hydroxytryptamine|5-HT|Serotonin
D007306,Carbaryl,"insecticide Moureau, Poudre|Tigal|Dog-Net Insecticide Poudre|Poudre insecticide Vetoquinol|Fido's Free-Itch|Antigale|Carbaryl, Manganese (2+) Salt|G-Wizz|Carbaril|DogNet Insecticide Poudre|GWizz|Fido's FreeItch|Lyddy, Joseph|Poutic|Carylderm|Vetoquinol, Poudre insecticide|VO 18, Concentrat|Concentrat VO 18|Carbyl|Sevin|Skatta Tick Flea Louse Powder|Fido's Free Itch|Moureau, Poudre insecticide|Carbaryl|insecticide Vetoquinol, Poudre|Sépou|Carbaryl, Nickel (2+) Salt|1-Naphthyl-N-methylcarbamate|Joseph Lyddy|Poudre insecticide Moureau|Dog Net Insecticide Poudre|G Wizz|Océcoxil"
D005765,Sincalide,"OP-CCK|Cholecystokinin Pancreozymin C Terminal Octapeptide|Syncalide|SQ19844|Cholecystokinin Pancreozymin C-Terminal Octapeptide|H-Asp-Tyr(SO3H)-Met-Gly-Trp-Met-Asp-Phe-NH2|CCK-OP|SQ 19844|Sincalide|SQ-19844|CCK-8|SQ-19,844|Kinevac|SQ 19,844|Cholecystokinin Octapeptide|SQ19,844"
D011500,Sisomicin,"Siseptin|Sch 13475|Pathomycin|Sisomicin Sulfate|Sch-13475|Antibiotic 6640|Sissomicin|Rickamicin|Sisomicin|4,5 Dehydrogentamicin|Sch13475|Sisomycin|Sisomicin Sulfate (2:5) Salt|Extramycin|Sizomycin|4,5-Dehydrogentamicin"
D006728,Somatostatin,"Stilamin|Somatostatin, Cyclic|Somatotropin Release-Inhibiting Factor|Somatotropin Release Inhibiting Factor|Somatostatin-14|Somatostatin 14|Cyclic Somatostatin|SRIH-14|Somatostatin|Somatotropin Release-Inhibiting Hormone|Somatotropin Release Inhibiting Hormone|Somatofalk"
D013565,Sotalol,Sotalol|Sotalol Hydrochloride|Darob|MJ 1999|MJ-1999|Sotalol Monohydrochloride|MJ1999
D011500,Sparsomycin,Sparsomycin
D045930,Stanozolol,Stromba|Androstanazol|Stanozolol|Methylstanazol|Stanazolol|Winstrol
D005343,Streptokinase,Distreptase|Kabivitrum|Streptase|Avelizin|Awelysin|Kabikinase|Celiase|Streptodecase|Streptokinase
D011500,Streptomycin,Strepto-Hefa|Streptomycin|Estreptomicina Normon|Strepto-Fatol|Streptomycin Sulfate|Strepto Fatol|Estreptomicina Clariana|Estreptomicina CEPA|Streptomycin Sulfate (2:3) Salt|Streptomycin Grünenthal|Streptomycine Panpharma|Strepto Hefa|Streptomycin Sulphate
D000903,Streptozocin,Streptozotocin|Streptozotocine|2-Deoxy-2-((methylnitrosoamino)carbonyl)amino-D-glucose|Zanosar|Streptozocin
D018684,Strychnine,"Nitrate, Strychnine|Strychnine Nitrate|Strychnine"
D009467,Succinylcholine,"Succinylcholine Dichloride, Di-H2O|Dichloride, Succinylcholine|Diiodide, Succinylcholine|Suxamethonium Bromide|Succinylcholine Dichloride, Di H2O|Succinylcholine Dibromide|Succicuran|Succinate, Dicholine|Diperchlorate, Succinylcholine|Anectine|Myorelaxin|Succinylcholine Dichloride|Celocurine|Suxamethonium Chloride|Lysthenon|Dibromide, Succinylcholine|Quelicin|Dicholine Succinate|Suxamethonium|Bromide, Suxamethonium|Succinylcholine Iodide|Succinylcholine Diiodide|Ditilin|Succinylcholine Chloride|Listenon|Succinylcholine Diperchlorate|Succinyldicholine|Succinylcholine"
